id_usuario;variante;convirtio;dispositivo;pais;duracion_sesion;timestamp
exp_user_4891;control;0;mobile;Argentina;51.56;4/04/2025
exp_user_4892;control;0;mobile;Mexico;143.22;21/04/2025
exp_user_4893;control;1;desktop;Argentina;274.25;13/04/2025
exp_user_4894;control;0;desktop;Mexico;88.11;9/05/2025
exp_user_4895;tratamiento;1;desktop;Mexico;168.2;8/05/2025
exp_user_4896;tratamiento;0;mobile;Colombia;260.4;25/02/2025
exp_user_4897;tratamiento;0;desktop;Argentina;191.91;15/05/2025
exp_user_4898;control;0;desktop;Mexico;212.22;2/02/2025
exp_user_4899;tratamiento;0;mobile;Mexico;132.78;5/01/2025
exp_user_4900;tratamiento;0;mobile;Mexico;270.8;18/06/2025
exp_user_4901;control;0;mobile;Mexico;30.69;9/02/2025
exp_user_4902;control;0;mobile;Mexico;90.01;8/03/2025
exp_user_4903;control;0;mobile;Mexico;229.74;19/05/2025
exp_user_4904;control;0;mobile;Argentina;201.73;15/06/2025
exp_user_4905;control;0;mobile;Colombia;228.21;3/03/2025
exp_user_4906;control;0;desktop;Argentina;119.02;28/04/2025
exp_user_4907;control;0;desktop;Argentina;84.48;27/05/2025
exp_user_4908;tratamiento;1;desktop;Argentina;88.45;4/03/2025
exp_user_4909;tratamiento;0;mobile;Argentina;252.92;18/03/2025
exp_user_4910;control;0;mobile;Mexico;55.34;13/01/2025
exp_user_4911;control;0;mobile;Mexico;173.28;18/06/2025
exp_user_4912;tratamiento;0;desktop;Argentina;251.98;1/04/2025
exp_user_4913;tratamiento;0;desktop;Mexico;188.87;18/05/2025
exp_user_4914;control;0;mobile;Mexico;270.27;22/05/2025
exp_user_4915;tratamiento;0;mobile;Mexico;254.83;18/03/2025
exp_user_4916;tratamiento;1;mobile;Argentina;274.71;6/01/2025
exp_user_4917;control;0;desktop;Colombia;232.36;25/06/2025
exp_user_4918;control;0;mobile;Colombia;115.19;4/05/2025
exp_user_4919;tratamiento;0;desktop;Argentina;224.3;23/01/2025
exp_user_4920;control;0;desktop;Mexico;72.23;12/03/2025
exp_user_4921;control;0;desktop;Mexico;27.62;4/06/2025
exp_user_4922;control;0;mobile;Mexico;76;8/05/2025
exp_user_4923;tratamiento;0;desktop;Argentina;137.2;13/02/2025
exp_user_4924;tratamiento;0;desktop;Colombia;242.7;14/03/2025
exp_user_4925;control;0;mobile;Argentina;223.29;5/05/2025
exp_user_4926;control;0;mobile;Argentina;63.34;28/01/2025
exp_user_4927;control;0;mobile;Mexico;121.59;7/05/2025
exp_user_4928;tratamiento;0;desktop;Colombia;205.35;18/03/2025
exp_user_4929;tratamiento;0;mobile;Argentina;34.53;5/04/2025
exp_user_4930;control;1;mobile;Colombia;24.4;12/02/2025
exp_user_4931;control;0;mobile;Mexico;109.52;16/03/2025
exp_user_4932;control;0;desktop;Argentina;116.23;26/03/2025
exp_user_4933;control;0;mobile;Argentina;101.66;15/02/2025
exp_user_4934;control;0;desktop;Colombia;170.77;8/02/2025
exp_user_4935;tratamiento;0;desktop;Mexico;68.2;16/06/2025
exp_user_4936;control;0;mobile;Argentina;137.63;13/06/2025
exp_user_4937;tratamiento;0;desktop;Mexico;183.22;14/02/2025
exp_user_4938;tratamiento;0;mobile;Colombia;41.43;4/05/2025
exp_user_4939;control;1;desktop;Mexico;174.06;1/02/2025
exp_user_4940;tratamiento;0;desktop;Argentina;38.12;5/01/2025
exp_user_4941;control;0;mobile;Mexico;21.22;28/04/2025
exp_user_4942;tratamiento;1;mobile;Argentina;52.15;28/03/2025
exp_user_4943;tratamiento;0;mobile;Mexico;32.1;30/05/2025
exp_user_4944;tratamiento;1;mobile;Argentina;141.47;6/02/2025
exp_user_4945;control;0;mobile;Colombia;289.76;6/05/2025
exp_user_4946;control;0;mobile;Argentina;190.48;24/04/2025
exp_user_4947;tratamiento;0;desktop;Mexico;93.81;5/04/2025
exp_user_4948;control;0;desktop;Argentina;288.4;6/02/2025
exp_user_4949;tratamiento;0;mobile;Mexico;196.43;26/01/2025
exp_user_4950;control;0;desktop;Argentina;194.81;30/01/2025
exp_user_4951;tratamiento;0;desktop;Argentina;172.82;7/02/2025
exp_user_4952;control;0;mobile;Colombia;291.34;7/03/2025
exp_user_4953;tratamiento;0;desktop;Argentina;135.57;24/02/2025
exp_user_4954;tratamiento;0;mobile;Mexico;244.87;31/01/2025
exp_user_4955;tratamiento;0;mobile;Argentina;82.2;15/05/2025
exp_user_4956;control;0;mobile;Colombia;38.81;15/05/2025
exp_user_4957;tratamiento;0;desktop;Colombia;238.69;12/02/2025
exp_user_4958;tratamiento;0;desktop;Colombia;96.74;2/05/2025
exp_user_4959;tratamiento;0;mobile;Argentina;274.07;9/02/2025
exp_user_4960;control;0;desktop;Argentina;38.33;7/01/2025
exp_user_4961;control;0;desktop;Colombia;192.57;3/06/2025
exp_user_4962;tratamiento;0;desktop;Argentina;223.86;25/01/2025
exp_user_4963;control;1;mobile;Colombia;227.91;13/03/2025
exp_user_4964;tratamiento;0;desktop;Colombia;127.61;27/06/2025
exp_user_4965;tratamiento;0;desktop;Mexico;233.7;29/01/2025
exp_user_4966;control;0;mobile;Mexico;181.87;7/04/2025
exp_user_4967;control;1;desktop;Mexico;27.66;20/01/2025
exp_user_4968;control;1;mobile;Argentina;227.97;8/05/2025
exp_user_4969;control;1;desktop;Colombia;170.47;19/06/2025
exp_user_4970;control;1;mobile;Colombia;126.27;15/05/2025
exp_user_4971;control;0;mobile;Colombia;197.32;9/03/2025
exp_user_4972;tratamiento;0;mobile;Mexico;266.23;5/05/2025
exp_user_4973;tratamiento;0;mobile;Argentina;226.99;4/05/2025
exp_user_4974;tratamiento;0;mobile;Argentina;132.69;8/02/2025
exp_user_4975;control;0;desktop;Colombia;241.16;3/06/2025
exp_user_4976;control;0;mobile;Mexico;75.16;11/02/2025
exp_user_4977;control;0;mobile;Argentina;26.8;29/05/2025
exp_user_4978;tratamiento;0;mobile;Mexico;199.6;9/05/2025
exp_user_4979;control;0;desktop;Mexico;296.85;28/06/2025
exp_user_4980;tratamiento;0;mobile;Mexico;201.33;7/03/2025
exp_user_4981;control;1;desktop;Argentina;84.68;24/06/2025
exp_user_4982;control;0;desktop;Mexico;157.98;11/06/2025
exp_user_4983;control;0;mobile;Mexico;47.01;25/03/2025
exp_user_4984;control;1;mobile;Mexico;116.58;15/03/2025
exp_user_4985;control;0;desktop;Mexico;191.27;14/05/2025
exp_user_4986;control;0;desktop;Argentina;57.62;4/03/2025
exp_user_4987;tratamiento;0;mobile;Argentina;142.61;15/06/2025
exp_user_4988;control;0;desktop;Argentina;59.84;11/05/2025
exp_user_4989;control;0;mobile;Mexico;292.85;6/05/2025
exp_user_4990;control;1;desktop;Colombia;157.59;8/05/2025
exp_user_4991;control;0;desktop;Argentina;59.64;1/03/2025
exp_user_4992;control;1;mobile;Argentina;180.22;26/01/2025
exp_user_4993;tratamiento;0;desktop;Mexico;171.5;12/01/2025
exp_user_4994;control;1;desktop;Colombia;237.35;14/03/2025
exp_user_4995;tratamiento;0;mobile;Colombia;171.66;9/03/2025
exp_user_4996;control;0;desktop;Argentina;37.53;9/01/2025
exp_user_4997;control;1;mobile;Argentina;211.15;4/01/2025
exp_user_4998;tratamiento;0;desktop;Mexico;279.67;27/06/2025
exp_user_4999;tratamiento;0;mobile;Colombia;139.91;30/03/2025
exp_user_5000;tratamiento;0;desktop;Mexico;189.9;30/01/2025
exp_user_5001;tratamiento;0;mobile;Colombia;288.12;2/04/2025
exp_user_5002;tratamiento;0;mobile;Colombia;125.82;1/03/2025
exp_user_5003;tratamiento;1;mobile;Mexico;42.87;19/06/2025
exp_user_5004;control;0;mobile;Argentina;74.9;26/01/2025
exp_user_5005;control;0;desktop;Colombia;56.85;14/01/2025
exp_user_5006;tratamiento;0;mobile;Colombia;266.3;14/06/2025
exp_user_5007;tratamiento;1;mobile;Argentina;292.74;8/01/2025
exp_user_5008;control;0;mobile;Argentina;170.57;16/03/2025
exp_user_5009;control;0;desktop;Mexico;38.38;2/01/2025
exp_user_5010;control;0;mobile;Colombia;201.53;16/05/2025
exp_user_5011;control;0;mobile;Mexico;219.05;31/05/2025
exp_user_5012;control;0;desktop;Mexico;175.53;2/05/2025
exp_user_5013;tratamiento;0;mobile;Mexico;25.44;19/05/2025
exp_user_5014;tratamiento;0;mobile;Mexico;121.15;29/04/2025
exp_user_5015;control;0;desktop;Argentina;44.65;7/05/2025
exp_user_5016;tratamiento;1;desktop;Mexico;287.46;15/05/2025
exp_user_5017;control;1;mobile;Mexico;248.63;13/01/2025
exp_user_5018;control;0;mobile;Argentina;288.63;18/04/2025
exp_user_5019;control;0;desktop;Mexico;286.46;24/02/2025
exp_user_5020;control;0;desktop;Mexico;268.83;20/02/2025
exp_user_5021;tratamiento;0;desktop;Colombia;78.41;20/01/2025
exp_user_5022;tratamiento;0;mobile;Mexico;144.67;9/03/2025
exp_user_5023;control;0;mobile;Mexico;206.83;20/06/2025
exp_user_5024;control;0;mobile;Mexico;228.49;1/01/2025
exp_user_5025;control;0;desktop;Mexico;241.79;8/06/2025
exp_user_5026;control;0;mobile;Colombia;209.12;28/06/2025
exp_user_5027;tratamiento;0;mobile;Argentina;161.92;31/01/2025
exp_user_5028;control;0;mobile;Mexico;168.13;7/02/2025
exp_user_5029;control;0;desktop;Mexico;121.01;18/01/2025
exp_user_5030;tratamiento;1;mobile;Mexico;122.68;26/02/2025
exp_user_5031;tratamiento;0;mobile;Colombia;49.7;7/06/2025
exp_user_5032;tratamiento;0;desktop;Colombia;177.56;30/05/2025
exp_user_5033;tratamiento;0;desktop;Mexico;102.95;7/05/2025
exp_user_5034;control;1;mobile;Colombia;53.6;6/01/2025
exp_user_5035;tratamiento;0;mobile;Argentina;91.97;3/03/2025
exp_user_5036;control;0;desktop;Colombia;76.25;19/01/2025
exp_user_5037;control;0;desktop;Colombia;98.62;2/01/2025
exp_user_5038;control;0;desktop;Colombia;186.88;26/02/2025
exp_user_5039;tratamiento;0;mobile;Argentina;127.63;15/05/2025
exp_user_5040;control;0;desktop;Argentina;204.45;25/06/2025
exp_user_5041;tratamiento;0;mobile;Colombia;141;20/03/2025
exp_user_5042;control;0;desktop;Argentina;117.19;23/04/2025
exp_user_5043;control;1;mobile;Mexico;91.91;1/05/2025
exp_user_5044;control;0;desktop;Colombia;234.03;3/01/2025
exp_user_5045;control;0;desktop;Mexico;113.67;4/02/2025
exp_user_5046;tratamiento;0;mobile;Mexico;44.1;7/05/2025
exp_user_5047;control;0;mobile;Mexico;137.15;22/02/2025
exp_user_5048;control;0;desktop;Colombia;207.73;11/04/2025
exp_user_5049;tratamiento;0;desktop;Colombia;217.96;31/03/2025
exp_user_5050;tratamiento;0;desktop;Argentina;84.78;3/02/2025
exp_user_5051;tratamiento;0;mobile;Argentina;81.74;3/06/2025
exp_user_5052;tratamiento;0;mobile;Colombia;67.12;22/01/2025
exp_user_5053;tratamiento;0;mobile;Mexico;270.9;17/01/2025
exp_user_5054;control;0;mobile;Argentina;227.37;6/01/2025
exp_user_5055;tratamiento;0;mobile;Mexico;265.24;4/06/2025
exp_user_5056;tratamiento;0;mobile;Argentina;107.08;1/05/2025
exp_user_5057;tratamiento;0;mobile;Argentina;46.26;29/03/2025
exp_user_5058;tratamiento;0;mobile;Argentina;57.24;23/04/2025
exp_user_5059;tratamiento;0;desktop;Argentina;47.65;15/06/2025
exp_user_5060;control;0;desktop;Mexico;61.52;17/03/2025
exp_user_5061;control;0;desktop;Argentina;276.07;11/06/2025
exp_user_5062;tratamiento;0;desktop;Colombia;88.83;26/02/2025
exp_user_5063;control;0;desktop;Colombia;111.62;4/04/2025
exp_user_5064;control;0;desktop;Argentina;194.94;16/03/2025
exp_user_5065;control;0;mobile;Colombia;299.57;9/02/2025
exp_user_5066;control;0;mobile;Argentina;25.79;11/05/2025
exp_user_5067;control;1;desktop;Argentina;119.21;1/03/2025
exp_user_5068;control;0;desktop;Colombia;65.82;25/01/2025
exp_user_5069;tratamiento;0;mobile;Colombia;191.27;1/04/2025
exp_user_5070;control;1;desktop;Colombia;52.73;30/03/2025
exp_user_5071;control;0;desktop;Argentina;122.36;23/01/2025
exp_user_5072;tratamiento;0;mobile;Mexico;274.87;5/03/2025
exp_user_5073;control;0;mobile;Colombia;101.72;1/01/2025
exp_user_5074;control;0;desktop;Colombia;265.33;18/05/2025
exp_user_5075;tratamiento;0;desktop;Argentina;161.83;30/01/2025
exp_user_5076;control;0;desktop;Mexico;230.15;28/01/2025
exp_user_5077;control;0;mobile;Mexico;142.24;3/04/2025
exp_user_5078;tratamiento;0;mobile;Colombia;200.09;17/02/2025
exp_user_5079;tratamiento;0;desktop;Mexico;68.22;6/02/2025
exp_user_5080;tratamiento;1;mobile;Mexico;264.97;22/01/2025
exp_user_5081;tratamiento;0;mobile;Mexico;218.48;15/05/2025
exp_user_5082;control;1;desktop;Colombia;110.55;22/03/2025
exp_user_5083;control;0;mobile;Mexico;211.99;12/04/2025
exp_user_5084;tratamiento;0;desktop;Argentina;144.98;5/05/2025
exp_user_5085;control;0;mobile;Mexico;229.38;24/05/2025
exp_user_5086;control;0;desktop;Mexico;246.96;21/03/2025
exp_user_5087;tratamiento;0;mobile;Argentina;46.9;2/05/2025
exp_user_5088;tratamiento;1;desktop;Argentina;141.79;21/05/2025
exp_user_5089;control;0;desktop;Colombia;269.03;15/01/2025
exp_user_5090;tratamiento;0;desktop;Colombia;189.89;31/05/2025
exp_user_5091;tratamiento;1;desktop;Argentina;106.5;26/03/2025
exp_user_5092;control;0;desktop;Mexico;142.6;19/03/2025
exp_user_5093;tratamiento;0;mobile;Mexico;110.67;4/01/2025
exp_user_5094;control;0;desktop;Mexico;30.83;20/04/2025
exp_user_5095;tratamiento;0;mobile;Mexico;248.46;18/02/2025
exp_user_5096;control;0;mobile;Argentina;82.88;23/01/2025
exp_user_5097;control;0;mobile;Argentina;288.17;4/05/2025
exp_user_5098;control;0;mobile;Argentina;213.56;6/06/2025
exp_user_5099;control;0;mobile;Colombia;101.82;16/04/2025
exp_user_5100;tratamiento;0;mobile;Argentina;165.7;5/01/2025
exp_user_5101;tratamiento;1;desktop;Mexico;103.23;29/05/2025
exp_user_5102;tratamiento;0;desktop;Colombia;227.57;10/05/2025
exp_user_5103;control;0;desktop;Mexico;229.27;16/06/2025
exp_user_5104;tratamiento;0;desktop;Mexico;237.93;13/03/2025
exp_user_5105;tratamiento;0;mobile;Colombia;127.1;26/02/2025
exp_user_5106;tratamiento;0;mobile;Argentina;190.51;17/02/2025
exp_user_5107;control;0;desktop;Colombia;246.71;25/03/2025
exp_user_5108;tratamiento;0;desktop;Colombia;222.38;23/04/2025
exp_user_5109;tratamiento;0;desktop;Argentina;261.66;8/05/2025
exp_user_5110;tratamiento;0;mobile;Argentina;27.13;5/01/2025
exp_user_5111;tratamiento;0;mobile;Colombia;126.02;6/02/2025
exp_user_5112;control;0;desktop;Colombia;295.61;26/05/2025
exp_user_5113;control;0;desktop;Mexico;263.79;1/02/2025
exp_user_5114;control;0;desktop;Colombia;85.77;5/04/2025
exp_user_5115;tratamiento;0;mobile;Mexico;175.41;19/03/2025
exp_user_5116;control;1;mobile;Argentina;22.43;1/02/2025
exp_user_5117;control;0;mobile;Colombia;272.73;22/04/2025
exp_user_5118;control;0;desktop;Mexico;284.58;2/04/2025
exp_user_5119;tratamiento;1;desktop;Colombia;84.76;16/04/2025
exp_user_5120;tratamiento;0;mobile;Argentina;237.9;17/01/2025
exp_user_5121;control;0;mobile;Argentina;61.53;22/04/2025
exp_user_5122;control;0;mobile;Mexico;65.44;9/03/2025
exp_user_5123;tratamiento;0;mobile;Mexico;264.97;10/02/2025
exp_user_5124;tratamiento;0;desktop;Argentina;34.76;16/04/2025
exp_user_5125;control;0;mobile;Mexico;180.66;4/05/2025
exp_user_5126;tratamiento;0;mobile;Colombia;117.39;19/06/2025
exp_user_5127;tratamiento;0;mobile;Mexico;146.27;6/06/2025
exp_user_5128;control;0;mobile;Mexico;98.34;14/01/2025
exp_user_5129;control;0;mobile;Colombia;186.02;6/06/2025
exp_user_5130;tratamiento;0;mobile;Argentina;276.51;4/04/2025
exp_user_5131;control;0;mobile;Colombia;26.03;2/03/2025
exp_user_5132;control;0;desktop;Argentina;98.19;28/06/2025
exp_user_5133;control;1;mobile;Mexico;195.85;9/06/2025
exp_user_5134;tratamiento;0;mobile;Colombia;110.45;29/05/2025
exp_user_5135;control;0;desktop;Mexico;156.02;18/06/2025
exp_user_5136;tratamiento;0;mobile;Mexico;45.67;17/01/2025
exp_user_5137;control;1;mobile;Mexico;239.1;24/05/2025
exp_user_5138;control;1;mobile;Colombia;20.67;19/03/2025
exp_user_5139;tratamiento;0;desktop;Mexico;242.2;4/06/2025
exp_user_5140;control;1;desktop;Mexico;248.78;9/06/2025
exp_user_5141;tratamiento;0;desktop;Argentina;224.4;8/03/2025
exp_user_5142;tratamiento;1;mobile;Colombia;165.75;17/03/2025
exp_user_5143;control;0;mobile;Colombia;112.45;25/02/2025
exp_user_5144;control;0;mobile;Colombia;120.2;17/01/2025
exp_user_5145;control;0;mobile;Argentina;215.51;29/06/2025
exp_user_5146;control;0;mobile;Colombia;221.49;22/02/2025
exp_user_5147;control;0;mobile;Mexico;73.64;14/03/2025
exp_user_5148;control;0;mobile;Colombia;47;21/05/2025
exp_user_5149;control;1;desktop;Colombia;242.09;15/04/2025
exp_user_5150;control;0;desktop;Argentina;151.44;31/03/2025
exp_user_5151;control;0;mobile;Mexico;158.98;7/06/2025
exp_user_5152;control;1;desktop;Argentina;113.87;4/05/2025
exp_user_5153;control;0;mobile;Argentina;157.93;12/06/2025
exp_user_5154;tratamiento;0;mobile;Mexico;295.11;19/03/2025
exp_user_5155;control;0;mobile;Mexico;277.14;17/01/2025
exp_user_5156;tratamiento;0;mobile;Argentina;220.38;7/05/2025
exp_user_5157;control;0;desktop;Argentina;84.12;18/04/2025
exp_user_5158;control;0;desktop;Colombia;297.91;10/06/2025
exp_user_5159;control;1;desktop;Mexico;237.56;2/02/2025
exp_user_5160;control;0;mobile;Mexico;105.35;28/04/2025
exp_user_5161;control;0;desktop;Argentina;172.11;15/05/2025
exp_user_5162;tratamiento;0;desktop;Argentina;83.64;3/02/2025
exp_user_5163;control;1;mobile;Colombia;135.36;12/02/2025
exp_user_5164;tratamiento;0;mobile;Mexico;213.71;28/04/2025
exp_user_5165;tratamiento;0;mobile;Mexico;76.74;21/06/2025
exp_user_5166;tratamiento;0;mobile;Colombia;98.32;7/05/2025
exp_user_5167;control;0;mobile;Colombia;248.35;21/01/2025
exp_user_5168;tratamiento;0;desktop;Argentina;94.42;3/01/2025
exp_user_5169;control;0;mobile;Colombia;60.69;20/04/2025
exp_user_5170;tratamiento;0;desktop;Mexico;130.73;8/01/2025
exp_user_5171;control;0;desktop;Argentina;160.37;16/05/2025
exp_user_5172;control;0;desktop;Colombia;23.39;29/06/2025
exp_user_5173;control;0;mobile;Mexico;254.11;13/04/2025
exp_user_5174;control;0;desktop;Colombia;124.63;2/01/2025
exp_user_5175;control;0;mobile;Mexico;171.58;21/03/2025
exp_user_5176;tratamiento;0;desktop;Colombia;266.75;24/05/2025
exp_user_5177;tratamiento;0;desktop;Argentina;168.3;30/06/2025
exp_user_5178;tratamiento;0;mobile;Argentina;21.18;31/03/2025
exp_user_5179;control;0;desktop;Colombia;258.22;24/05/2025
exp_user_5180;tratamiento;0;mobile;Mexico;275.67;3/03/2025
exp_user_5181;tratamiento;0;desktop;Argentina;277.24;18/02/2025
exp_user_5182;control;0;desktop;Mexico;94.48;24/02/2025
exp_user_5183;control;1;desktop;Colombia;235.84;17/04/2025
exp_user_5184;tratamiento;0;desktop;Mexico;181.71;4/04/2025
exp_user_5185;control;0;desktop;Mexico;279.94;22/06/2025
exp_user_5186;tratamiento;0;desktop;Colombia;76.38;14/04/2025
exp_user_5187;tratamiento;0;desktop;Mexico;165.85;12/05/2025
exp_user_5188;control;0;desktop;Argentina;207.89;21/06/2025
exp_user_5189;control;0;mobile;Colombia;275.69;17/02/2025
exp_user_5190;tratamiento;0;mobile;Colombia;74.33;20/02/2025
exp_user_5191;control;0;desktop;Argentina;224.23;9/05/2025
exp_user_5192;tratamiento;0;desktop;Mexico;111.2;30/04/2025
exp_user_5193;control;0;mobile;Colombia;58.88;26/05/2025
exp_user_5194;control;0;mobile;Mexico;161.82;9/02/2025
exp_user_5195;tratamiento;0;desktop;Argentina;156.98;31/05/2025
exp_user_5196;tratamiento;0;desktop;Mexico;188;31/05/2025
exp_user_5197;control;0;mobile;Colombia;79.36;1/05/2025
exp_user_5198;control;0;desktop;Mexico;160.26;4/01/2025
exp_user_5199;control;0;desktop;Colombia;192.3;16/03/2025
exp_user_5200;control;0;mobile;Colombia;202.78;17/05/2025
exp_user_5201;control;1;mobile;Colombia;290.33;29/04/2025
exp_user_5202;tratamiento;0;desktop;Colombia;174.69;28/05/2025
exp_user_5203;tratamiento;0;mobile;Mexico;197.22;8/04/2025
exp_user_5204;tratamiento;0;mobile;Argentina;29.34;31/05/2025
exp_user_5205;tratamiento;1;mobile;Argentina;272.3;2/03/2025
exp_user_5206;control;0;desktop;Mexico;299.18;12/02/2025
exp_user_5207;control;0;mobile;Colombia;190.16;3/03/2025
exp_user_5208;control;0;mobile;Argentina;79.11;22/06/2025
exp_user_5209;control;0;mobile;Mexico;24.75;22/06/2025
exp_user_5210;tratamiento;0;desktop;Colombia;176.13;13/06/2025
exp_user_5211;tratamiento;0;desktop;Mexico;191.11;21/05/2025
exp_user_5212;tratamiento;0;mobile;Colombia;145.6;27/01/2025
exp_user_5213;control;0;mobile;Colombia;247.78;14/04/2025
exp_user_5214;tratamiento;0;desktop;Colombia;33.96;23/04/2025
exp_user_5215;tratamiento;0;mobile;Colombia;58.36;14/06/2025
exp_user_5216;tratamiento;0;desktop;Argentina;145.45;17/02/2025
exp_user_5217;tratamiento;0;mobile;Colombia;239.56;16/06/2025
exp_user_5218;tratamiento;0;mobile;Mexico;34.51;2/02/2025
exp_user_5219;tratamiento;0;mobile;Mexico;290.7;3/06/2025
exp_user_5220;tratamiento;0;desktop;Mexico;262.16;24/05/2025
exp_user_5221;control;0;mobile;Argentina;151.11;24/03/2025
exp_user_5222;tratamiento;0;desktop;Colombia;222.05;11/01/2025
exp_user_5223;control;1;desktop;Mexico;43.52;5/01/2025
exp_user_5224;tratamiento;1;desktop;Mexico;64.95;18/06/2025
exp_user_5225;control;0;mobile;Colombia;290.37;2/01/2025
exp_user_5226;control;1;mobile;Colombia;35.09;12/05/2025
exp_user_5227;tratamiento;0;desktop;Colombia;230.05;24/04/2025
exp_user_5228;tratamiento;1;desktop;Argentina;58.04;17/02/2025
exp_user_5229;tratamiento;0;desktop;Argentina;40.78;22/05/2025
exp_user_5230;control;0;desktop;Mexico;192.58;20/06/2025
exp_user_5231;tratamiento;0;mobile;Colombia;269.03;14/03/2025
exp_user_5232;tratamiento;0;mobile;Argentina;158.52;17/04/2025
exp_user_5233;control;0;desktop;Colombia;194.87;8/05/2025
exp_user_5234;tratamiento;0;mobile;Mexico;196.68;31/05/2025
exp_user_5235;control;0;desktop;Mexico;42.46;3/01/2025
exp_user_5236;tratamiento;0;desktop;Argentina;50.09;27/05/2025
exp_user_5237;control;0;desktop;Argentina;47.58;7/02/2025
exp_user_5238;control;0;desktop;Argentina;273.45;4/04/2025
exp_user_5239;tratamiento;0;mobile;Mexico;118.66;17/03/2025
exp_user_5240;tratamiento;0;mobile;Argentina;41.57;21/05/2025
exp_user_5241;tratamiento;0;mobile;Argentina;122.36;5/05/2025
exp_user_5242;control;1;mobile;Argentina;231.39;16/05/2025
exp_user_5243;control;0;desktop;Mexico;156.57;13/03/2025
exp_user_5244;control;0;desktop;Colombia;167.14;7/02/2025
exp_user_5245;control;0;desktop;Argentina;44.59;4/06/2025
exp_user_5246;control;0;mobile;Argentina;228.88;5/04/2025
exp_user_5247;tratamiento;0;mobile;Argentina;94.42;5/02/2025
exp_user_5248;control;0;mobile;Colombia;109.48;19/03/2025
exp_user_5249;tratamiento;0;desktop;Colombia;111.71;11/01/2025
exp_user_5250;tratamiento;0;desktop;Argentina;239.5;8/04/2025
exp_user_5251;control;1;desktop;Colombia;57.25;17/06/2025
exp_user_5252;tratamiento;0;mobile;Argentina;280.35;22/06/2025
exp_user_5253;control;0;mobile;Colombia;208.28;8/03/2025
exp_user_5254;tratamiento;0;mobile;Colombia;47.89;9/06/2025
exp_user_5255;control;0;mobile;Mexico;84.27;26/02/2025
exp_user_5256;tratamiento;0;mobile;Mexico;286.82;22/03/2025
exp_user_5257;control;0;desktop;Argentina;93.4;30/01/2025
exp_user_5258;tratamiento;0;desktop;Mexico;299.37;5/04/2025
exp_user_5259;control;0;mobile;Mexico;186.9;4/05/2025
exp_user_5260;control;0;mobile;Argentina;153.93;27/05/2025
exp_user_5261;control;1;desktop;Mexico;36.21;1/04/2025
exp_user_5262;tratamiento;0;mobile;Argentina;154.54;13/04/2025
exp_user_5263;control;0;desktop;Colombia;53.47;29/05/2025
exp_user_5264;control;0;mobile;Mexico;207.72;27/03/2025
exp_user_5265;control;0;mobile;Colombia;36.97;17/06/2025
exp_user_5266;control;0;desktop;Colombia;82.18;3/05/2025
exp_user_5267;control;0;mobile;Colombia;70.93;18/02/2025
exp_user_5268;tratamiento;0;mobile;Mexico;152.48;2/06/2025
exp_user_5269;control;0;mobile;Mexico;170.54;18/02/2025
exp_user_5270;control;0;desktop;Argentina;131.86;20/06/2025
exp_user_5271;tratamiento;0;desktop;Colombia;213.3;3/06/2025
exp_user_5272;control;0;mobile;Mexico;171.07;25/06/2025
exp_user_5273;tratamiento;1;mobile;Mexico;82.43;10/06/2025
exp_user_5274;control;0;mobile;Mexico;293.56;13/05/2025
exp_user_5275;tratamiento;0;mobile;Argentina;53.4;9/02/2025
exp_user_5276;control;0;desktop;Mexico;290.85;29/04/2025
exp_user_5277;control;0;mobile;Argentina;81.24;24/01/2025
exp_user_5278;tratamiento;0;mobile;Mexico;217.97;13/01/2025
exp_user_5279;control;0;desktop;Argentina;161.5;30/06/2025
exp_user_5280;control;0;desktop;Colombia;290.72;14/03/2025
exp_user_5281;control;1;desktop;Colombia;232.28;22/01/2025
exp_user_5282;control;0;mobile;Mexico;146.44;10/05/2025
exp_user_5283;tratamiento;0;mobile;Colombia;206.47;22/06/2025
exp_user_5284;control;1;desktop;Colombia;202.29;8/03/2025
exp_user_5285;tratamiento;0;desktop;Argentina;242.47;30/05/2025
exp_user_5286;tratamiento;0;desktop;Colombia;138.12;29/01/2025
exp_user_5287;tratamiento;0;desktop;Mexico;240.1;26/06/2025
exp_user_5288;tratamiento;0;desktop;Colombia;193.19;21/06/2025
exp_user_5289;control;1;mobile;Mexico;215.37;16/04/2025
exp_user_5290;control;0;mobile;Argentina;43.32;4/05/2025
exp_user_5291;control;0;desktop;Argentina;78.3;15/06/2025
exp_user_5292;control;1;mobile;Mexico;176.39;19/06/2025
exp_user_5293;tratamiento;0;mobile;Argentina;260.03;18/06/2025
exp_user_5294;control;0;desktop;Argentina;129.41;18/04/2025
exp_user_5295;tratamiento;0;mobile;Argentina;248.99;7/06/2025
exp_user_5296;control;0;desktop;Argentina;20.14;10/04/2025
exp_user_5297;tratamiento;0;desktop;Mexico;133.84;20/01/2025
exp_user_5298;control;0;mobile;Mexico;161.67;22/01/2025
exp_user_5299;tratamiento;1;mobile;Colombia;241.45;2/03/2025
exp_user_5300;tratamiento;0;mobile;Colombia;140.04;21/04/2025
exp_user_5301;tratamiento;0;desktop;Argentina;240.65;22/05/2025
exp_user_5302;tratamiento;1;desktop;Mexico;262.85;23/06/2025
exp_user_5303;tratamiento;0;mobile;Argentina;176.05;8/04/2025
